id,Date,id item,Unit price,Quantity
63,2016-01-11,1231,12.99,2
64,2016-01-12,1231,12.99,2
65,2016-01-13,1231,12.99,2
66,2016-01-14,1231,12.99,7
67,2016-01-15,1231,12.99,3
68,2016-01-16,1231,12.99,5
69,2016-01-17,1231,12.99,2
70,2016-01-18,1231,12.99,3
71,2016-01-20,1231,12.99,2
72,2016-01-21,1231,12.99,1
73,2016-01-22,1231,12.99,3
74,2016-01-23,1231,12.99,4
75,2016-01-24,1231,12.99,3
76,2016-01-25,1231,12.99,1
77,2016-01-26,1231,12.99,2
78,2016-01-27,1231,12.99,3
79,2016-01-28,1231,12.99,1
80,2016-01-29,1231,12.99,9
81,2016-01-30,1231,12.99,6
82,2016-01-31,1231,12.99,2
83,2016-01-01,1232,26.99,1
84,2016-01-02,1232,26.99,6
85,2016-01-03,1232,26.99,3
86,2016-01-06,1232,22.99,8
87,2016-01-07,1232,22.99,6
88,2016-01-08,1232,22.99,12
89,2016-01-09,1232,22.99,4
90,2016-01-10,1232,22.99,2
91,2016-01-11,1232,22.99,2
92,2016-01-12,1232,22.99,2
93,2016-01-14,1232,22.99,5
94,2016-01-15,1232,22.99,12
95,2016-01-16,1232,22.99,10
96,2016-01-17,1232,22.99,3
97,2016-01-18,1232,22.99,3
98,2016-01-21,1232,22.99,10
99,2016-01-22,1232,22.99,12
100,2016-01-23,1232,22.99,4
101,2016-01-24,1232,22.99,3
102,2016-01-25,1232,22.99,3
103,2016-01-26,1232,22.99,2
104,2016-01-27,1232,22.99,4
105,2016-01-28,1232,22.99,10
106,2016-01-29,1232,22.99,15
107,2016-01-30,1232,22.99,3
108,2016-01-31,1232,22.99,1
109,2016-01-09,1237,49.99,1
110,2016-01-15,1237,49.99,2
111,2016-01-30,1237,49.99,1
112,2016-01-04,1238,4.99,1
113,2016-01-14,1238,4.99,2
114,2016-01-15,1238,4.99,1
115,2016-01-07,1239,50.99,1
116,2016-01-08,1239,50.99,1
117,2016-01-14,1239,50.99,1
118,2016-01-18,1239,50.99,1
119,2016-01-22,1239,50.99,1
120,2016-01-01,1244,15.99,1
121,2016-01-05,1244,15.99,1
122,2016-01-06,1244,15.99,2
123,2016-01-07,1244,15.99,3
124,2016-01-08,1244,15.99,1
125,2016-01-09,1244,15.99,1
126,2016-01-11,1244,15.99,2
127,2016-01-13,1244,15.99,1
128,2016-01-14,1244,15.99,1
129,2016-01-15,1244,15.99,3
130,2016-01-16,1244,15.99,2
131,2016-01-29,1244,15.99,1
132,2016-01-04,1258,22.99,1
133,2016-01-06,1258,22.99,1
134,2016-01-14,1258,22.99,1
135,2016-01-29,1258,22.99,1
136,2016-01-04,1269,26.99,1
137,2016-01-05,1269,26.99,1
138,2016-01-09,1269,26.99,1
139,2016-01-11,1269,26.99,1
140,2016-01-12,1269,26.99,1
141,2016-01-16,1269,26.99,2
142,2016-01-19,1269,26.99,2
143,2016-01-20,1269,26.99,2
144,2016-01-21,1269,26.99,1
145,2016-01-22,1269,26.99,1
146,2016-01-25,1269,26.99,1
147,2016-01-26,1269,26.99,1
148,2016-01-30,1269,26.99,1
149,2016-01-09,1271,49.99,1
150,2016-01-22,1271,49.99,1
151,2016-01-31,1271,49.99,1
152,2016-01-02,1282,25.99,1
153,2016-01-05,1282,29.99,1
154,2016-01-06,1282,29.99,1
155,2016-01-08,1282,29.99,1
156,2016-01-14,1282,29.99,2
157,2016-01-16,1282,29.99,1
158,2016-01-17,1282,29.99,1
159,2016-01-20,1282,29.99,1
160,2016-01-21,1282,29.99,1
161,2016-01-22,1282,29.99,1
162,2016-01-27,1282,29.99,1
163,2016-01-29,1282,29.99,1
164,2016-01-29,1296,26.99,1
165,2016-01-16,1309,59.99,2
166,2016-01-20,1309,59.99,2
167,2016-01-21,1309,59.99,1
168,2016-01-15,1340,17.99,1
169,2016-01-19,1340,17.99,1
170,2016-01-01,1345,37.99,3
171,2016-01-07,1345,38.99,1
172,2016-01-12,1345,38.99,2
173,2016-01-13,1345,38.99,2
174,2016-01-15,1345,38.99,2
175,2016-01-16,1345,38.99,1
176,2016-01-21,1345,38.99,1
177,2016-01-22,1345,38.99,2
178,2016-01-23,1345,38.99,2
179,2016-01-26,1345,38.99,1
180,2016-01-27,1345,38.99,2
181,2016-01-28,1345,38.99,1
182,2016-01-08,1346,29.99,1
183,2016-01-13,1346,29.99,1
184,2016-01-14,1346,29.99,1
185,2016-01-16,1346,29.99,4
186,2016-01-18,1346,29.99,1
187,2016-01-22,1346,29.99,1
188,2016-01-23,1346,29.99,2
189,2016-01-24,1346,29.99,1
190,2016-01-28,1346,29.99,2
191,2016-01-30,1346,29.99,5
192,2016-01-08,1347,39.99,1
193,2016-01-11,1347,39.99,1
194,2016-01-03,1348,15.99,1
195,2016-01-04,1348,15.99,2
196,2016-01-06,1348,15.99,1
197,2016-01-07,1348,15.99,1
198,2016-01-08,1348,15.99,1
199,2016-01-09,1348,15.99,3
200,2016-01-16,1348,15.99,2
201,2016-01-21,1348,15.99,1
202,2016-01-22,1348,15.99,2
203,2016-01-23,1348,15.99,2
204,2016-01-28,1348,15.99,1
205,2016-01-29,1348,15.99,2
206,2016-01-30,1348,15.99,2
207,2016-01-31,1348,15.99,1
208,2016-01-02,1355,3.49,1
209,2016-01-05,1355,3.49,2
210,2016-01-06,1355,3.49,3
211,2016-01-11,1355,3.49,3
212,2016-01-15,1355,3.49,3
213,2016-01-16,1355,3.49,2
214,2016-01-17,1355,3.49,2
215,2016-01-22,1355,3.49,5
216,2016-01-23,1355,3.49,3
217,2016-01-29,1355,3.49,1
218,2016-01-30,1355,3.49,1
219,2016-01-31,1355,3.49,3
220,2016-01-09,1359,27.99,1
221,2016-01-14,1359,27.99,1
222,2016-01-16,1359,27.99,2
223,2016-01-18,1359,27.99,1
224,2016-01-22,1359,27.99,1
225,2016-01-23,1359,27.99,1
226,2016-01-25,1359,27.99,1
227,2016-01-26,1359,27.99,1
228,2016-01-03,1365,7.99,2
229,2016-01-04,1365,7.99,2
230,2016-01-08,1365,7.99,1
231,2016-01-09,1365,7.99,3
232,2016-01-11,1365,7.99,1
233,2016-01-12,1365,7.99,2
234,2016-01-15,1365,7.99,5
235,2016-01-16,1365,7.99,2
236,2016-01-17,1365,7.99,1
237,2016-01-18,1365,7.99,1
238,2016-01-20,1365,7.99,1
239,2016-01-22,1365,7.99,3
240,2016-01-28,1365,7.99,1
241,2016-01-30,1365,7.99,1
242,2016-01-01,1366,1.29,8
243,2016-01-05,1366,1.29,6
244,2016-01-08,1366,1.29,1
245,2016-01-12,1366,1.29,1
246,2016-01-14,1366,1.29,2
247,2016-01-15,1366,1.29,2
248,2016-01-16,1366,1.29,16
249,2016-01-17,1366,1.29,9
250,2016-01-19,1366,1.29,1
251,2016-01-23,1366,1.29,5
252,2016-01-25,1366,1.29,2
253,2016-01-30,1366,1.29,12
254,2016-01-02,1373,13.99,3
255,2016-01-08,1373,14.49,1
256,2016-01-10,1373,14.49,2
257,2016-01-12,1373,14.49,1
258,2016-01-13,1373,14.49,1
259,2016-01-15,1373,14.49,2
260,2016-01-16,1373,14.49,2
261,2016-01-21,1373,14.49,2
262,2016-01-22,1373,14.49,1
263,2016-01-28,1373,14.49,2
264,2016-01-29,1373,14.49,6
265,2016-01-30,1373,14.49,2
266,2016-01-01,1375,16.49,1
267,2016-01-02,1375,16.49,2
268,2016-01-03,1375,16.49,1
269,2016-01-04,1375,14.49,2
270,2016-01-06,1375,14.49,2
271,2016-01-07,1375,14.49,3
272,2016-01-09,1375,14.49,4
273,2016-01-11,1375,14.49,2
274,2016-01-13,1375,14.49,4
275,2016-01-14,1375,14.49,4
276,2016-01-16,1375,14.49,3
277,2016-01-20,1375,14.49,2
278,2016-01-21,1375,14.49,2
279,2016-01-22,1375,14.49,6
280,2016-01-23,1375,14.49,2
281,2016-01-26,1375,14.49,2
282,2016-01-28,1375,14.49,5
283,2016-01-30,1375,14.49,1
284,2016-01-06,1378,9.49,2
285,2016-01-07,1378,9.49,1
286,2016-01-08,1378,9.49,4
287,2016-01-09,1378,9.49,1
288,2016-01-11,1378,9.49,4
289,2016-01-13,1378,9.49,2
290,2016-01-14,1378,9.49,3
291,2016-01-15,1378,9.49,3
292,2016-01-16,1378,9.49,2
293,2016-01-17,1378,9.49,1
294,2016-01-20,1378,9.49,2
295,2016-01-22,1378,9.49,4
296,2016-01-23,1378,9.49,2
297,2016-01-24,1378,9.49,2
298,2016-01-25,1378,9.49,1
299,2016-01-26,1378,9.49,2
300,2016-01-27,1378,9.49,1
301,2016-01-28,1378,9.49,2
302,2016-01-29,1378,9.49,5
303,2016-01-30,1378,9.49,4
304,2016-01-31,1378,9.49,2
305,2016-01-05,1379,14.49,1
306,2016-01-08,1379,14.49,2
307,2016-01-11,1379,14.49,1
308,2016-01-12,1379,14.49,2
309,2016-01-13,1379,14.49,1
310,2016-01-15,1379,14.49,1
311,2016-01-16,1379,14.49,1
312,2016-01-22,1379,14.49,2
313,2016-01-29,1379,14.49,11
314,2016-01-31,1379,14.49,1
315,2016-01-13,1382,41.99,1
316,2016-01-30,1382,41.99,2
317,2016-01-06,1384,25.99,1
318,2016-01-07,1384,25.99,1
319,2016-01-09,1384,25.99,2
320,2016-01-14,1384,25.99,1
321,2016-01-16,1384,25.99,2
322,2016-01-20,1384,25.99,1
323,2016-01-21,1384,25.99,1
324,2016-01-22,1384,25.99,3
325,2016-01-23,1384,25.99,1
326,2016-01-24,1384,25.99,1
327,2016-01-27,1384,25.99,1
328,2016-01-28,1384,25.99,2
329,2016-01-01,1385,26.99,1
330,2016-01-02,1385,26.99,5
331,2016-01-05,1385,26.99,2
332,2016-01-06,1385,26.99,2
333,2016-01-07,1385,26.99,4
334,2016-01-08,1385,26.99,4
335,2016-01-09,1385,26.99,3
336,2016-01-10,1385,26.99,2
337,2016-01-11,1385,26.99,4
338,2016-01-14,1385,26.99,5
339,2016-01-15,1385,26.99,5
340,2016-01-16,1385,26.99,8
341,2016-01-18,1385,26.99,1
342,2016-01-19,1385,26.99,1
343,2016-01-20,1385,26.99,6
344,2016-01-21,1385,26.99,3
345,2016-01-22,1385,26.99,5
346,2016-01-23,1385,26.99,5
347,2016-01-24,1385,26.99,1
348,2016-01-26,1385,26.99,3
349,2016-01-28,1385,26.99,3
350,2016-01-29,1385,26.99,1
351,2016-01-30,1385,26.99,6
352,2016-01-17,1389,2.99,3
353,2016-01-22,1389,2.99,1
354,2016-01-26,1389,2.99,6
355,2016-01-27,1389,2.99,2
356,2016-01-29,1389,2.99,6
357,2016-01-30,1389,2.99,4
358,2016-01-31,1389,2.99,1
359,2016-01-27,1392,14.49,1
360,2016-01-06,1394,16.49,2
361,2016-01-07,1394,16.49,1
362,2016-01-10,1394,16.49,1
363,2016-01-16,1394,16.49,1
364,2016-01-23,1394,16.49,1
365,2016-01-27,1394,16.49,1
366,2016-01-30,1394,16.49,1
367,2016-01-01,1395,7.99,7
368,2016-01-03,1395,7.99,1
369,2016-01-07,1395,7.99,1
370,2016-01-08,1395,7.99,1
371,2016-01-09,1395,7.99,1
372,2016-01-11,1395,7.99,1
373,2016-01-12,1395,7.99,2
374,2016-01-13,1395,7.99,3
375,2016-01-15,1395,7.99,1
376,2016-01-16,1395,7.99,1
377,2016-01-17,1395,7.99,1
378,2016-01-18,1395,7.99,1
379,2016-01-20,1395,7.99,2
380,2016-01-21,1395,7.99,1
381,2016-01-22,1395,7.99,1
382,2016-01-25,1395,7.99,1
383,2016-01-26,1395,7.99,1
384,2016-01-27,1395,7.99,1
385,2016-01-30,1395,7.99,1
386,2016-01-31,1395,7.99,1
387,2016-01-07,1397,14.49,1
388,2016-01-09,1397,14.49,1
389,2016-01-15,1397,14.49,1
390,2016-01-16,1397,14.49,2
391,2016-01-20,1397,14.49,1
392,2016-01-25,1397,14.49,1
393,2016-01-26,1397,14.49,1
394,2016-01-29,1397,14.49,1
395,2016-01-16,1398,56.99,3
396,2016-01-20,1398,56.99,1
397,2016-01-22,1398,56.99,1
398,2016-01-23,1398,56.99,1
399,2016-01-29,1398,56.99,1
400,2016-01-30,1398,56.99,1
401,2016-01-31,1399,36.99,1
402,2016-01-02,1415,12.99,1
403,2016-01-06,1415,12.99,1
404,2016-01-07,1415,12.99,1
405,2016-01-11,1415,12.99,1
406,2016-01-15,1415,12.99,1
407,2016-01-20,1415,12.99,2
408,2016-01-21,1415,12.99,4
409,2016-01-30,1415,12.99,1
410,2016-01-10,1424,14.99,1
411,2016-01-15,1424,14.99,1
412,2016-01-19,1424,14.99,1
413,2016-01-20,1424,14.99,2
414,2016-01-21,1424,14.99,1
415,2016-01-22,1424,14.99,3
416,2016-01-23,1424,14.99,1
417,2016-01-27,1424,14.99,1
418,2016-01-30,1424,14.99,1
419,2016-01-06,1464,24.99,1
420,2016-01-07,1464,24.99,1
421,2016-01-16,1464,24.99,1
422,2016-01-24,1464,24.99,1
423,2016-01-02,168,11.99,1
424,2016-01-03,168,11.99,1
425,2016-01-04,168,11.99,1
426,2016-01-07,168,11.99,1
427,2016-01-12,168,11.99,1
428,2016-01-13,168,11.99,1
429,2016-01-16,168,11.99,3
430,2016-01-17,168,11.99,1
431,2016-01-18,168,11.99,1
432,2016-01-28,168,11.99,1
433,2016-01-31,168,11.99,1
434,2016-01-29,173,20.99,1
435,2016-01-06,175,41.99,1
436,2016-01-16,175,41.99,1
437,2016-01-07,178,29.99,1
438,2016-01-25,178,29.99,1
439,2016-01-02,192,35.99,2
440,2016-01-06,192,38.99,1
441,2016-01-08,192,38.99,4
442,2016-01-20,192,38.99,1
443,2016-01-23,192,38.99,2
444,2016-01-30,192,38.99,2
445,2016-01-02,211,29.99,1
446,2016-01-08,211,29.99,1
447,2016-01-17,211,29.99,1
448,2016-01-24,211,29.99,1
449,2016-01-27,344,19.99,1
450,2016-01-01,361,19.99,1
451,2016-01-02,361,19.99,1
452,2016-01-11,361,24.99,1
453,2016-01-16,361,24.99,1
454,2016-01-22,361,24.99,1
455,2016-01-06,384,74.99,1
456,2016-01-29,384,74.99,3
457,2016-01-01,408,17.99,2
458,2016-01-08,408,17.99,1
459,2016-01-21,408,17.99,2
460,2016-01-26,408,17.99,1
461,2016-01-29,408,17.99,3
462,2016-01-30,408,17.99,1
463,2016-01-01,426,7.99,2
464,2016-01-02,426,7.99,1
465,2016-01-08,426,7.99,3
466,2016-01-10,426,7.99,2
467,2016-01-11,426,7.99,1
468,2016-01-12,426,7.99,2
469,2016-01-15,426,7.99,2
470,2016-01-16,426,7.99,3
471,2016-01-18,426,7.99,1
472,2016-01-20,426,7.99,1
473,2016-01-22,426,7.99,1
474,2016-01-23,426,7.99,1
475,2016-01-25,426,7.99,1
476,2016-01-26,426,7.99,1
477,2016-01-27,426,7.99,1
478,2016-01-29,426,7.99,6
479,2016-01-30,426,7.99,1
480,2016-01-31,426,7.99,1
481,2016-01-17,435,19.99,2
482,2016-01-18,435,19.99,1
483,2016-01-31,435,19.99,1
484,2016-01-09,438,18.99,1
485,2016-01-01,443,33.99,4
486,2016-01-05,443,37.99,1
487,2016-01-09,443,37.99,2
488,2016-01-12,443,37.99,1
489,2016-01-15,443,37.99,1
490,2016-01-16,443,37.99,1
491,2016-01-22,443,37.99,1
492,2016-01-28,443,37.99,2
493,2016-01-02,450,24.99,1
494,2016-01-09,450,24.99,1
495,2016-01-14,450,24.99,1
496,2016-01-16,450,24.99,1
497,2016-01-29,463,33.99,1
498,2016-01-09,513,31.99,1
499,2016-01-30,513,31.99,1
500,2016-01-06,515,39.99,1
501,2016-01-22,515,39.99,2
502,2016-01-01,538,10.99,1
503,2016-01-02,538,10.99,3
504,2016-01-06,538,12.99,1
505,2016-01-07,538,12.99,1
506,2016-01-09,538,12.99,2
507,2016-01-12,538,12.99,2
508,2016-01-13,538,12.99,1
509,2016-01-15,538,12.99,2
510,2016-01-16,538,12.99,3
511,2016-01-18,538,12.99,1
512,2016-01-19,538,12.99,2
513,2016-01-21,538,12.99,1
514,2016-01-22,538,12.99,3
515,2016-01-24,538,12.99,1
516,2016-01-25,538,12.99,1
517,2016-01-27,538,12.99,1
518,2016-01-29,538,12.99,1
519,2016-01-30,538,12.99,5
520,2016-01-31,538,12.99,1
521,2016-01-08,543,29.99,1
522,2016-01-08,58,12.99,1
523,2016-01-15,58,12.99,1
524,2016-01-28,58,12.99,3
525,2016-01-15,607,10.99,1
526,2016-01-02,62,36.99,1
527,2016-01-08,62,41.99,1
528,2016-01-21,62,41.99,1
529,2016-01-23,62,41.99,2
530,2016-01-29,62,41.99,1
531,2016-01-02,63,38.99,1
532,2016-01-08,63,43.99,2
533,2016-01-15,63,43.99,1
534,2016-01-16,63,43.99,2
535,2016-01-23,63,43.99,1
536,2016-01-15,649,39.99,1
537,2016-01-23,649,39.99,1
538,2016-01-30,649,39.99,1
539,2016-01-11,653,34.99,2
540,2016-01-28,653,34.99,1
541,2016-01-01,661,13.99,1
542,2016-01-08,661,14.49,1
543,2016-01-09,661,14.49,1
544,2016-01-14,661,14.49,1
545,2016-01-16,661,14.49,2
546,2016-01-17,661,14.49,1
547,2016-01-25,661,14.49,1
548,2016-01-30,661,14.49,1
549,2016-01-01,676,10.99,1
550,2016-01-02,676,10.99,3
551,2016-01-03,676,10.99,1
552,2016-01-07,676,12.99,2
553,2016-01-08,676,12.99,2
554,2016-01-09,676,12.99,2
555,2016-01-13,676,12.99,1
556,2016-01-14,676,12.99,2
557,2016-01-15,676,12.99,2
558,2016-01-16,676,12.99,1
559,2016-01-17,676,12.99,1
560,2016-01-18,676,12.99,1
561,2016-01-19,676,12.99,2
562,2016-01-21,676,12.99,3
563,2016-01-22,676,12.99,2
564,2016-01-23,676,12.99,2
565,2016-01-24,676,12.99,1
566,2016-01-27,676,12.99,1
567,2016-01-31,676,12.99,1
568,2016-01-03,680,19.99,1
569,2016-01-16,680,19.99,1
570,2016-01-23,680,19.99,1
571,2016-01-27,680,19.99,1
572,2016-01-08,686,19.99,1
573,2016-01-09,686,19.99,1
574,2016-01-23,753,19.99,1
575,2016-01-08,757,17.99,1
576,2016-01-13,757,17.99,1
577,2016-01-15,757,17.99,1
578,2016-01-17,757,17.99,1
579,2016-01-23,757,17.99,1
580,2016-01-28,757,17.99,1
581,2016-01-29,757,17.99,1
582,2016-01-04,759,51.99,1
583,2016-01-03,77,14.99,1
584,2016-01-07,77,12.99,1
585,2016-01-08,77,12.99,2
586,2016-01-09,77,12.99,3
587,2016-01-10,77,12.99,1
588,2016-01-15,77,12.99,3
589,2016-01-17,77,12.99,1
590,2016-01-22,77,12.99,1
591,2016-01-26,77,12.99,1
592,2016-01-28,77,12.99,2
593,2016-01-29,77,12.99,2
594,2016-01-30,77,12.99,2
595,2016-01-09,782,54.99,4
596,2016-01-15,782,54.99,5
597,2016-01-16,782,54.99,1
598,2016-01-23,782,54.99,4
599,2016-01-30,782,54.99,2
600,2016-01-31,782,54.99,1
601,2016-01-02,79,14.99,1
602,2016-01-06,79,14.99,1
603,2016-01-07,79,14.99,1
604,2016-01-08,79,14.99,1
605,2016-01-09,79,14.99,1
606,2016-01-13,79,14.99,1
607,2016-01-15,79,14.99,1
608,2016-01-16,79,14.99,2
609,2016-01-18,79,14.99,1
610,2016-01-21,79,14.99,1
611,2016-01-22,79,14.99,1
612,2016-01-23,79,14.99,1
613,2016-01-26,79,14.99,3
614,2016-01-28,79,14.99,1
615,2016-01-30,79,14.99,1
616,2016-01-31,79,14.99,2
617,2016-01-08,802,13.99,2
618,2016-01-09,802,13.99,1
619,2016-01-14,802,13.99,1
620,2016-01-21,802,13.99,1
621,2016-01-24,802,13.99,1
622,2016-01-04,810,13.99,1
623,2016-01-07,810,13.99,2
624,2016-01-09,810,13.99,1
625,2016-01-11,810,13.99,3
626,2016-01-15,810,13.99,2
627,2016-01-16,810,13.99,3
628,2016-01-18,810,13.99,2
629,2016-01-22,810,13.99,2
630,2016-01-27,810,13.99,1
631,2016-01-28,810,13.99,2
632,2016-01-29,810,13.99,1
633,2016-01-30,810,13.99,2
634,2016-01-15,892,34.99,1
635,2016-01-22,892,34.99,1
636,2016-01-31,892,34.99,1
637,2016-01-02,934,35.99,2
638,2016-01-20,934,35.99,1
639,2016-01-30,934,35.99,3
640,2016-01-01,966,20.99,2
641,2016-01-09,966,22.99,3
642,2016-01-21,966,22.99,1
643,2016-01-23,966,22.99,1
644,2016-01-25,966,22.99,1
645,2016-01-30,966,22.99,2
646,2016-01-25,970,15.99,1
647,2016-01-02,984,25.99,2
648,2016-01-15,984,26.99,1
649,2016-01-16,984,26.99,2
650,2016-01-22,984,26.99,1
651,2016-01-28,984,26.99,1
652,2016-02-03,1094,40.99,1
653,2016-02-12,1094,40.99,1
654,2016-02-16,1094,40.99,1
655,2016-02-21,1094,40.99,1
656,2016-02-05,1133,31.99,1
657,2016-02-28,1133,31.99,1
658,2016-02-04,1135,24.99,1
659,2016-02-17,1135,24.99,1
660,2016-02-01,1178,9.99,1
661,2016-02-02,1178,9.99,1
662,2016-02-04,1178,9.99,1
663,2016-02-05,1178,9.99,3
664,2016-02-10,1178,9.99,2
665,2016-02-11,1178,9.99,1
666,2016-02-12,1178,9.99,1
667,2016-02-13,1178,9.99,1
668,2016-02-14,1178,9.99,2
669,2016-02-15,1178,9.99,2
670,2016-02-16,1178,9.99,1
671,2016-02-17,1178,9.99,2
672,2016-02-18,1178,9.99,1
673,2016-02-20,1178,9.99,3
674,2016-02-21,1178,9.99,2
675,2016-02-22,1178,9.99,2
676,2016-02-26,1178,9.99,1
677,2016-02-29,1178,11.49,1
678,2016-02-11,1186,27.99,1
679,2016-02-01,1212,21.99,1
680,2016-02-03,1212,21.99,1
681,2016-02-09,1212,21.99,1
682,2016-02-13,1212,21.99,1
683,2016-02-15,1212,21.99,2
684,2016-02-17,1212,21.99,1
685,2016-02-18,1212,21.99,1
686,2016-02-20,1212,21.99,3
687,2016-02-24,1212,21.99,1
688,2016-02-25,1212,21.99,1
689,2016-02-26,1212,21.99,1
690,2016-02-28,1212,21.99,2
691,2016-02-02,1220,29.99,1
692,2016-02-05,1220,29.99,4
693,2016-02-06,1220,29.99,2
694,2016-02-10,1220,29.99,1
695,2016-02-11,1220,29.99,3
696,2016-02-12,1220,29.99,2
697,2016-02-13,1220,29.99,2
698,2016-02-15,1220,29.99,1
699,2016-02-19,1220,29.99,3
700,2016-02-20,1220,29.99,2
701,2016-02-21,1220,29.99,1
702,2016-02-24,1220,29.99,2
703,2016-02-26,1220,29.99,3
704,2016-02-27,1220,29.99,1
705,2016-02-25,1226,24.99,1
706,2016-02-25,1228,104.99,1
707,2016-02-01,1231,12.99,2
708,2016-02-02,1231,12.99,1
709,2016-02-05,1231,12.99,4
710,2016-02-06,1231,12.99,8
711,2016-02-07,1231,12.99,3
712,2016-02-08,1231,12.99,3
713,2016-02-11,1231,12.99,4
714,2016-02-12,1231,12.99,3
715,2016-02-13,1231,12.99,5
716,2016-02-14,1231,12.99,4
717,2016-02-15,1231,12.99,4
718,2016-02-17,1231,12.99,1
719,2016-02-18,1231,12.99,1
720,2016-02-19,1231,12.99,3
721,2016-02-20,1231,12.99,6
722,2016-02-21,1231,12.99,1
723,2016-02-22,1231,12.99,2
724,2016-02-24,1231,12.99,1
725,2016-02-25,1231,12.99,5
726,2016-02-26,1231,12.99,2
727,2016-02-27,1231,12.99,5
728,2016-02-28,1231,12.99,1
729,2016-02-29,1231,12.99,3
730,2016-02-01,1232,22.99,1
731,2016-02-02,1232,22.99,7
732,2016-02-05,1232,22.99,7
733,2016-02-06,1232,22.99,4
734,2016-02-07,1232,22.99,1
735,2016-02-08,1232,22.99,1
736,2016-02-11,1232,22.99,11
737,2016-02-12,1232,22.99,9
738,2016-02-13,1232,22.99,5
739,2016-02-14,1232,22.99,5
740,2016-02-15,1232,22.99,8
741,2016-02-18,1232,22.99,7
742,2016-02-20,1232,22.99,2
743,2016-02-21,1232,22.99,3
744,2016-02-22,1232,22.99,1
745,2016-02-24,1232,22.99,6
746,2016-02-26,1232,22.99,10
747,2016-02-27,1232,22.99,11
748,2016-02-28,1232,22.99,7
749,2016-02-29,1232,22.99,2
750,2016-02-03,1237,49.99,1
751,2016-02-13,1237,49.99,1
752,2016-02-26,1237,49.99,1
753,2016-02-27,1237,49.99,1
754,2016-02-29,1237,44.99,1
755,2016-02-03,1238,4.99,2
756,2016-02-04,1238,4.99,3
757,2016-02-07,1238,4.99,1
758,2016-02-08,1238,4.99,4
759,2016-02-17,1238,4.99,1
760,2016-02-26,1238,4.99,1
761,2016-02-06,1239,50.99,1
762,2016-02-19,1239,50.99,1
763,2016-02-26,1239,50.99,1
764,2016-02-17,1244,14.99,2
765,2016-02-04,1258,22.99,1
766,2016-02-13,1258,22.99,1
767,2016-02-19,1258,22.99,1
768,2016-02-26,1258,22.99,1
769,2016-02-27,1258,22.99,1
770,2016-02-28,1258,22.99,1
771,2016-02-05,1269,26.99,1
772,2016-02-13,1269,26.99,1
773,2016-02-17,1269,26.99,1
774,2016-02-21,1269,26.99,1
775,2016-02-23,1269,26.99,1
776,2016-02-27,1269,26.99,1
777,2016-02-29,1269,26.99,2
778,2016-02-13,1271,49.99,1
779,2016-02-20,1271,49.99,1
780,2016-02-09,1282,27.99,2
781,2016-02-10,1282,27.99,1
782,2016-02-12,1282,27.99,1
783,2016-02-14,1282,27.99,1
784,2016-02-21,1282,27.99,1
785,2016-02-22,1282,27.99,1
786,2016-02-26,1282,27.99,1
787,2016-02-06,1340,17.99,1
