,id,Date,id item,Unit price,Quantity
417,417,2016-01-27,104,14.99,1
418,418,2016-01-30,104,14.99,1
419,419,2016-01-06,105,24.99,1
420,420,2016-01-07,105,24.99,1
421,421,2016-01-16,105,24.99,1
422,422,2016-01-24,105,24.99,1
423,423,2016-01-02,7,11.99,1
424,424,2016-01-03,7,11.99,1
425,425,2016-01-04,7,11.99,1
426,426,2016-01-07,7,11.99,1
427,427,2016-01-12,7,11.99,1
428,428,2016-01-13,7,11.99,1
429,429,2016-01-16,7,11.99,3
430,430,2016-01-17,7,11.99,1
431,431,2016-01-18,7,11.99,1
432,432,2016-01-28,7,11.99,1
433,433,2016-01-31,7,11.99,1
434,434,2016-01-29,8,20.99,1
435,435,2016-01-06,9,41.99,1
436,436,2016-01-16,9,41.99,1
437,437,2016-01-07,10,29.99,1
438,438,2016-01-25,10,29.99,1
439,439,2016-01-02,11,35.99,2
440,440,2016-01-06,11,38.99,1
441,441,2016-01-08,11,38.99,4
442,442,2016-01-20,11,38.99,1
443,443,2016-01-23,11,38.99,2
444,444,2016-01-30,11,38.99,2
445,445,2016-01-02,12,29.99,1
446,446,2016-01-08,12,29.99,1
447,447,2016-01-17,12,29.99,1
448,448,2016-01-24,12,29.99,1
449,449,2016-01-27,16,19.99,1
450,450,2016-01-01,17,19.99,1
451,451,2016-01-02,17,19.99,1
452,452,2016-01-11,17,24.99,1
453,453,2016-01-16,17,24.99,1
454,454,2016-01-22,17,24.99,1
455,455,2016-01-06,19,74.99,1
456,456,2016-01-29,19,74.99,3
457,457,2016-01-01,20,17.99,2
458,458,2016-01-08,20,17.99,1
459,459,2016-01-21,20,17.99,2
460,460,2016-01-26,20,17.99,1
461,461,2016-01-29,20,17.99,3
462,462,2016-01-30,20,17.99,1
463,463,2016-01-01,21,7.99,2
464,464,2016-01-02,21,7.99,1
465,465,2016-01-08,21,7.99,3
466,466,2016-01-10,21,7.99,2
467,467,2016-01-11,21,7.99,1
468,468,2016-01-12,21,7.99,2
469,469,2016-01-15,21,7.99,2
470,470,2016-01-16,21,7.99,3
471,471,2016-01-18,21,7.99,1
472,472,2016-01-20,21,7.99,1
473,473,2016-01-22,21,7.99,1
474,474,2016-01-23,21,7.99,1
475,475,2016-01-25,21,7.99,1
476,476,2016-01-26,21,7.99,1
477,477,2016-01-27,21,7.99,1
478,478,2016-01-29,21,7.99,6
479,479,2016-01-30,21,7.99,1
480,480,2016-01-31,21,7.99,1
481,481,2016-01-17,22,19.99,2
482,482,2016-01-18,22,19.99,1
483,483,2016-01-31,22,19.99,1
484,484,2016-01-09,23,18.99,1
485,485,2016-01-01,24,33.99,4
486,486,2016-01-05,24,37.99,1
487,487,2016-01-09,24,37.99,2
488,488,2016-01-12,24,37.99,1
489,489,2016-01-15,24,37.99,1
490,490,2016-01-16,24,37.99,1
491,491,2016-01-22,24,37.99,1
492,492,2016-01-28,24,37.99,2
493,493,2016-01-02,25,24.99,1
494,494,2016-01-09,25,24.99,1
495,495,2016-01-14,25,24.99,1
496,496,2016-01-16,25,24.99,1
497,497,2016-01-29,26,33.99,1
498,498,2016-01-09,27,31.99,1
499,499,2016-01-30,27,31.99,1
500,500,2016-01-06,28,39.99,1
501,501,2016-01-22,28,39.99,2
502,502,2016-01-01,30,10.99,1
503,503,2016-01-02,30,10.99,3
504,504,2016-01-06,30,12.99,1
505,505,2016-01-07,30,12.99,1
506,506,2016-01-09,30,12.99,2
507,507,2016-01-12,30,12.99,2
508,508,2016-01-13,30,12.99,1
509,509,2016-01-15,30,12.99,2
510,510,2016-01-16,30,12.99,3
511,511,2016-01-18,30,12.99,1
512,512,2016-01-19,30,12.99,2
513,513,2016-01-21,30,12.99,1
514,514,2016-01-22,30,12.99,3
515,515,2016-01-24,30,12.99,1
516,516,2016-01-25,30,12.99,1
517,517,2016-01-27,30,12.99,1
518,518,2016-01-29,30,12.99,1
519,519,2016-01-30,30,12.99,5
520,520,2016-01-31,30,12.99,1
521,521,2016-01-08,31,29.99,1
522,522,2016-01-08,1,12.99,1
523,523,2016-01-15,1,12.99,1
524,524,2016-01-28,1,12.99,3
525,525,2016-01-15,33,10.99,1
526,526,2016-01-02,2,36.99,1
527,527,2016-01-08,2,41.99,1
528,528,2016-01-21,2,41.99,1
529,529,2016-01-23,2,41.99,2
530,530,2016-01-29,2,41.99,1
531,531,2016-01-02,3,38.99,1
532,532,2016-01-08,3,43.99,2
533,533,2016-01-15,3,43.99,1
534,534,2016-01-16,3,43.99,2
535,535,2016-01-23,3,43.99,1
536,536,2016-01-15,34,39.99,1
537,537,2016-01-23,34,39.99,1
538,538,2016-01-30,34,39.99,1
539,539,2016-01-11,35,34.99,2
540,540,2016-01-28,35,34.99,1
541,541,2016-01-01,36,13.99,1
542,542,2016-01-08,36,14.49,1
543,543,2016-01-09,36,14.49,1
544,544,2016-01-14,36,14.49,1
545,545,2016-01-16,36,14.49,2
546,546,2016-01-17,36,14.49,1
547,547,2016-01-25,36,14.49,1
548,548,2016-01-30,36,14.49,1
549,549,2016-01-01,38,10.99,1
550,550,2016-01-02,38,10.99,3
551,551,2016-01-03,38,10.99,1
552,552,2016-01-07,38,12.99,2
553,553,2016-01-08,38,12.99,2
554,554,2016-01-09,38,12.99,2
555,555,2016-01-13,38,12.99,1
556,556,2016-01-14,38,12.99,2
557,557,2016-01-15,38,12.99,2
558,558,2016-01-16,38,12.99,1
559,559,2016-01-17,38,12.99,1
560,560,2016-01-18,38,12.99,1
561,561,2016-01-19,38,12.99,2
562,562,2016-01-21,38,12.99,3
563,563,2016-01-22,38,12.99,2
564,564,2016-01-23,38,12.99,2
565,565,2016-01-24,38,12.99,1
566,566,2016-01-27,38,12.99,1
567,567,2016-01-31,38,12.99,1
568,568,2016-01-03,39,19.99,1
569,569,2016-01-16,39,19.99,1
570,570,2016-01-23,39,19.99,1
571,571,2016-01-27,39,19.99,1
572,572,2016-01-08,40,19.99,1
573,573,2016-01-09,40,19.99,1
574,574,2016-01-23,42,19.99,1
575,575,2016-01-08,43,17.99,1
576,576,2016-01-13,43,17.99,1
577,577,2016-01-15,43,17.99,1
578,578,2016-01-17,43,17.99,1
579,579,2016-01-23,43,17.99,1
580,580,2016-01-28,43,17.99,1
581,581,2016-01-29,43,17.99,1
582,582,2016-01-04,44,51.99,1
583,583,2016-01-03,5,14.99,1
584,584,2016-01-07,5,12.99,1
585,585,2016-01-08,5,12.99,2
586,586,2016-01-09,5,12.99,3
587,587,2016-01-10,5,12.99,1
588,588,2016-01-15,5,12.99,3
589,589,2016-01-17,5,12.99,1
590,590,2016-01-22,5,12.99,1
591,591,2016-01-26,5,12.99,1
592,592,2016-01-28,5,12.99,2
593,593,2016-01-29,5,12.99,2
594,594,2016-01-30,5,12.99,2
595,595,2016-01-09,45,54.99,4
596,596,2016-01-15,45,54.99,5
597,597,2016-01-16,45,54.99,1
598,598,2016-01-23,45,54.99,4
599,599,2016-01-30,45,54.99,2
600,600,2016-01-31,45,54.99,1
601,601,2016-01-02,6,14.99,1
602,602,2016-01-06,6,14.99,1
603,603,2016-01-07,6,14.99,1
604,604,2016-01-08,6,14.99,1
605,605,2016-01-09,6,14.99,1
606,606,2016-01-13,6,14.99,1
607,607,2016-01-15,6,14.99,1
608,608,2016-01-16,6,14.99,2
609,609,2016-01-18,6,14.99,1
610,610,2016-01-21,6,14.99,1
611,611,2016-01-22,6,14.99,1
612,612,2016-01-23,6,14.99,1
613,613,2016-01-26,6,14.99,3
614,614,2016-01-28,6,14.99,1
615,615,2016-01-30,6,14.99,1
616,616,2016-01-31,6,14.99,2
617,617,2016-01-08,46,13.99,2
618,618,2016-01-09,46,13.99,1
619,619,2016-01-14,46,13.99,1
620,620,2016-01-21,46,13.99,1
621,621,2016-01-24,46,13.99,1
622,622,2016-01-04,47,13.99,1
623,623,2016-01-07,47,13.99,2
624,624,2016-01-09,47,13.99,1
625,625,2016-01-11,47,13.99,3
626,626,2016-01-15,47,13.99,2
627,627,2016-01-16,47,13.99,3
628,628,2016-01-18,47,13.99,2
629,629,2016-01-22,47,13.99,2
630,630,2016-01-27,47,13.99,1
631,631,2016-01-28,47,13.99,2
632,632,2016-01-29,47,13.99,1
633,633,2016-01-30,47,13.99,2
634,634,2016-01-15,48,34.99,1
635,635,2016-01-22,48,34.99,1
636,636,2016-01-31,48,34.99,1
637,637,2016-01-02,49,35.99,2
638,638,2016-01-20,49,35.99,1
639,639,2016-01-30,49,35.99,3
640,640,2016-01-01,51,20.99,2
641,641,2016-01-09,51,22.99,3
642,642,2016-01-21,51,22.99,1
643,643,2016-01-23,51,22.99,1
644,644,2016-01-25,51,22.99,1
645,645,2016-01-30,51,22.99,2
646,646,2016-01-25,52,15.99,1
647,647,2016-01-02,53,25.99,2
648,648,2016-01-15,53,26.99,1
649,649,2016-01-16,53,26.99,2
650,650,2016-01-22,53,26.99,1
651,651,2016-01-28,53,26.99,1
652,652,2016-02-03,55,40.99,1
653,653,2016-02-12,55,40.99,1
654,654,2016-02-16,55,40.99,1
655,655,2016-02-21,55,40.99,1
656,656,2016-02-05,57,31.99,1
657,657,2016-02-28,57,31.99,1
658,658,2016-02-04,58,24.99,1
659,659,2016-02-17,58,24.99,1
660,660,2016-02-01,59,9.99,1
661,661,2016-02-02,59,9.99,1
662,662,2016-02-04,59,9.99,1
663,663,2016-02-05,59,9.99,3
664,664,2016-02-10,59,9.99,2
665,665,2016-02-11,59,9.99,1
666,666,2016-02-12,59,9.99,1
667,667,2016-02-13,59,9.99,1
668,668,2016-02-14,59,9.99,2
669,669,2016-02-15,59,9.99,2
670,670,2016-02-16,59,9.99,1
671,671,2016-02-17,59,9.99,2
672,672,2016-02-18,59,9.99,1
673,673,2016-02-20,59,9.99,3
674,674,2016-02-21,59,9.99,2
675,675,2016-02-22,59,9.99,2
676,676,2016-02-26,59,9.99,1
677,677,2016-02-29,59,11.49,1
678,678,2016-02-11,60,27.99,1
679,679,2016-02-01,61,21.99,1
680,680,2016-02-03,61,21.99,1
681,681,2016-02-09,61,21.99,1
682,682,2016-02-13,61,21.99,1
683,683,2016-02-15,61,21.99,2
684,684,2016-02-17,61,21.99,1
685,685,2016-02-18,61,21.99,1
686,686,2016-02-20,61,21.99,3
687,687,2016-02-24,61,21.99,1
688,688,2016-02-25,61,21.99,1
689,689,2016-02-26,61,21.99,1
690,690,2016-02-28,61,21.99,2
691,691,2016-02-02,62,29.99,1
692,692,2016-02-05,62,29.99,4
693,693,2016-02-06,62,29.99,2
694,694,2016-02-10,62,29.99,1
695,695,2016-02-11,62,29.99,3
696,696,2016-02-12,62,29.99,2
697,697,2016-02-13,62,29.99,2
698,698,2016-02-15,62,29.99,1
699,699,2016-02-19,62,29.99,3
700,700,2016-02-20,62,29.99,2
701,701,2016-02-21,62,29.99,1
702,702,2016-02-24,62,29.99,2
703,703,2016-02-26,62,29.99,3
704,704,2016-02-27,62,29.99,1
705,705,2016-02-25,63,24.99,1
706,706,2016-02-25,64,104.99,1
707,707,2016-02-01,65,12.99,2
708,708,2016-02-02,65,12.99,1
709,709,2016-02-05,65,12.99,4
710,710,2016-02-06,65,12.99,8
711,711,2016-02-07,65,12.99,3
712,712,2016-02-08,65,12.99,3
713,713,2016-02-11,65,12.99,4
714,714,2016-02-12,65,12.99,3
715,715,2016-02-13,65,12.99,5
716,716,2016-02-14,65,12.99,4
717,717,2016-02-15,65,12.99,4
718,718,2016-02-17,65,12.99,1
719,719,2016-02-18,65,12.99,1
720,720,2016-02-19,65,12.99,3
721,721,2016-02-20,65,12.99,6
722,722,2016-02-21,65,12.99,1
723,723,2016-02-22,65,12.99,2
724,724,2016-02-24,65,12.99,1
725,725,2016-02-25,65,12.99,5
726,726,2016-02-26,65,12.99,2
727,727,2016-02-27,65,12.99,5
728,728,2016-02-28,65,12.99,1
729,729,2016-02-29,65,12.99,3
730,730,2016-02-01,66,22.99,1
731,731,2016-02-02,66,22.99,7
732,732,2016-02-05,66,22.99,7
733,733,2016-02-06,66,22.99,4
